Sta node#,distance,timerx(notassociated),timeidle(notassociated),timetx(notassociated),timesleep(notassociated),timecollision(notassociated)
41,176.991,1.75708,(0.06444),30.8151,(0.504798),0.02424,(0.0032),30.7303,(0),0.000488005,(0.000322186)
42,140.023,1.6926,(0.28556),30.8978,(1.3216),0.02656,(0.0048),29.6693,(0),0.000164576,(0.00160981)
43,189.153,1.73364,(0.17128),30.5938,(0.913349),0.02324,(0.0032),30.4605,(0),0.000485744,(0.000486752)
44,128.331,1.663,(0.35404),30.6547,(1.71415),0.02092,(0.0032),29.4888,(0),6.32e-07,(0.00113506)
45,135.246,1.80012,(0.05028),30.7665,(0.500948),0.02092,(0.0032),30.7572,(0),0.000488697,(0.000322813)
46,180.772,1.63548,(0.36856),30.6372,(1.71833),0.02324,(0.0048),29.5106,(0),7.3e-07,(0.00177549)
47,191.903,1.7436,(0.18024),30.5732,(0.916604),0.02092,(0.0032),30.4612,(0),0.000325864,(0.000647669)
48,106.976,1.7548,(0.178),31.0248,(0.916179),0.02324,(0.0032),29.9982,(0),0.000979211,(0.000647535)
49,194.933,1.68132,(0.25312),30.519,(1.30987),0.02888,(0.0032),30.1015,(0),0.00216592,(0.000970918)
50,152.6,1.71676,(0.20672),30.9453,(1.29931),0.02424,(0.0032),29.7033,(0),0.000487147,(0.00064872)
51,108.606,1.62908,(0.35628),30.1846,(1.71484),0.02092,(0.0032),29.9899,(0),7.7e-07,(0.00113555)
52,119.221,1.82028,(0.1296),31.1333,(0.903316),0.02424,(0.0032),29.8851,(0),0.000487109,(0.000486508)
53,166.323,1.72068,(0.08532),30.8982,(0.512475),0.02224,(0.0048),30.6543,(0),0.000807163,(0.00112355)
54,189.023,1.7948,(0.15228),31.0301,(0.908441),0.02092,(0.0032),29.9891,(0),0.000647249,(0.000486964)
55,134.889,1.68124,(0.27212),30.3458,(1.31483),0.02092,(0.0032),30.2608,(0),0.000164569,(0.000970936)
56,106.417,1.69548,(0.33728),31.3322,(1.71014),0.02092,(0.0032),28.7997,(0),1.751e-06,(0.0011343)
57,102.002,1.66232,(0.27884),30.3051,(1.31866),0.02092,(0.0048),30.3076,(0),0.000164247,(0.00161073)
58,145.77,1.64836,(0.34696),30.6708,(1.71236),0.02092,(0.0032),29.4962,(0),7.83e-07,(0.00113569)
59,106.31,1.69868,(0.34212),30.4451,(1.7112),0.02888,(0.0032),29.6942,(0),1.784e-06,(0.00113507)
60,123.828,1.82188,(0.01292),31.2407,(0.493758),0.02092,(0.0032),30.3058,(0),0.000809145,(1.2e-06)
61,197.063,1.74036,(0.17352),30.5855,(0.914289),0.02092,(0.0032),30.4612,(0),0.000324119,(0.000648162)
62,190.221,1.66788,(0.27724),30.8125,(1.31761),0.02092,(0.0048),29.7979,(0),0.000163329,(0.000972242)
63,185.092,1.69528,(0.18312),30.2653,(0.91839),0.02424,(0.0048),30.8079,(0),0.000325399,(0.000648208)
64,126.667,1.56924,(0.36632),30.139,(1.71716),0.02092,(0.0032),30.083,(0),4.52e-07,(0.00113455)
65,153.976,1.60756,(0.2612),29.8451,(1.31219),0.02092,(0.0048),30.8471,(0),0.000162432,(0.000971601)
66,137.521,1.55804,(0.37528),30.1401,(1.72095),0.02092,(0.0048),30.0782,(0),3.13e-07,(0.00177428)
67,176.025,1.61904,(0.24568),29.8492,(1.30813),0.02656,(0.0032),30.8471,(0),0.000322251,(0.000811747)
